Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status
Opala,Russia,Kamchatka,52.54,157.34,2475,Caldera,Radiocarbon
Oraefajokull,Iceland,Iceland-SE,64,-16.65,2119,Stratovolcano,Historical
Orizaba. Pico de,Mexico,Mexico,19.03,-97.27,5675,Stratovolcano,Historical
Ormus Islands,Indian Ocean,Arabia-S,26,57,0,Submarine volcano,Holocene
Orosi,Costa Rica,Costa Rica,10.98,-85.47,1659,Stratovolcano,Uncertain
Oshima,Japan,Izu Is-Japan,34.73,139.38,758,Stratovolcano,Historical
Oshima-Oshima,Japan,Hokkaido-Japan,41.5,139.37,737,Stratovolcano,Historical
Osore-yama,Japan,Honshu-Japan,41.32,141.08,879,Stratovolcano,Historical
Osorno,Chile,Chile-S,-41.1,-72.49,2652,Stratovolcano,Historical
Ostanets,Russia,Kamchatka,52.15,157.32,719,Shield volcano,Holocene
Ostry,Russia,Kamchatka,58.18,160.82,2552,Stratovolcano,Holocene
Otdelniy,Russia,Kamchatka,52.22,157.43,791,Shield volcano,Holocene
Overo. Cerro,Chile,Chile-N,-23.35,-67.67,4555,Maar,Holocene
Ozernoy,Russia,Kamchatka,51.88,157.38,562,Shield volcano,Holocene
Pacaya,Guatemala,Guatemala,14.38,-90.6,2552,Complex volcano,Historical
Paco,Philippines,Mindanao-Philippines,9.59,125.52,524,Stratovolcano,Anthropology
Pagan,United States,Mariana Is-C Pacific,18.13,145.8,570,Stratovolcano,Historical
Pago,Papua New Guinea,New Britain-SW Pac,-5.58,150.52,742,Caldera,Historical
Paka,Kenya,Africa-E,0.92,36.18,1697,Shield volcano,Ar/Ar
Palei-Aike Volc Field,Chile,Chile-S,-52,-70,250,Cinder cone,Anthropology
Palena Volc Group,Chile,Chile-S,-43.68,-72.5,0,Cinder cone,Holocene
Palinuro,Italy,Italy,39.48,14.83,-70,Submarine volcano,Radiocarbon
Palomo,Chile,Chile-C,-34.61,-70.3,4860,Stratovolcano,Holocene
Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.71,875,Stratovolcano,Historical
Pampa Luxsar,Bolivia,Bolivia,-20.85,-68.2,5543,Volcanic field,Holocene
Pantelleria,Italy,Italy,36.77,12.02,836,Shield volcano,Historical
Pantoja. Cerro,Chile,Chile-C,-40.77,-71.95,2112,Stratovolcano,Holocene
Papandayan,Indonesia,Java,-7.32,107.73,2665,Stratovolcano,Historical
Papayo,Mexico,Mexico,19.31,-98.7,3600,Lava dome,Holocene
Paricutin Volcanic Field,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,Historical
Parker,Philippines,Mindanao-Philippines,6.12,124.89,1824,Stratovolcano,Historical
Patah,Indonesia,Sumatra,-4.27,103.3,2817,Unknown,Uncertain
Patates. Morne,Dominica,W Indies,15.22,-61.37,960,Stratovolcano,Radiocarbon
Patilla Pata,Bolivia,Bolivia,-18.05,-69.03,5300,Stratovolcano,Holocene
Patoc,Philippines,Luzon-Philippines,17.15,120.98,1865,Stratovolcano,Fumarolic
Patuha,Indonesia,Java,-7.15,107.37,2434,Stratovolcano,Holocene
Paulet,Antarctica,Antarctica,-63.58,-55.77,353,Cinder cone,Holocene
Pavlof,United States,Alaska Peninsula,55.42,-161.9,2519,Stratovolcano,Historical
Pavlof Sister,United States,Alaska Peninsula,55.45,-161.87,2142,Stratovolcano,Historical
Payun Matru. Cerro,Argentina,Argentina,-36.42,-69.2,3691,Shield volcano,Holocene
Peinado,Argentina,Argentina,-26.62,-68.15,5740,Stratovolcano,Holocene
Pelee,Martinique,W Indies,14.82,-61.17,1397,Stratovolcano,Historical
Penanggungan,Indonesia,Java,-7.62,112.63,1653,Stratovolcano,Holocene
Pendan,Indonesia,Sumatra,-2.82,102.02,0,Unknown,Holocene
Penguin Island,Antarctica,Antarctica,-62.1,-57.93,180,Stratovolcano,Lichenometry
Perbakti,Indonesia,Java,-6.75,106.68,1699,Stratovolcano,Fumarolic
Petacas,Colombia,Colombia,1.57,-76.78,4054,Lava dome,Holocene
Peter I Island,Antarctica,Antarctica,-68.85,-90.58,1640,Shield volcano,Holocene
Peuet Sague,Indonesia,Sumatra,4.91,96.33,2801,Complex volcano,Historical
Pico,Portugal,Azores,38.47,-28.4,2351,Stratovolcano,Historical
Piip,Russia,Kamchatka-E of,55.42,167.33,-300,Submarine volcano,Tephrochronology
Pilas. Las,Nicaragua,Nicaragua,12.5,-86.69,1088,Complex volcano,Historical
Pina. Cerro,Chile,Chile-N,-19.49,-68.65,4037,Unknown,Holocene
Pinacate,Mexico,Mexico,31.77,-113.5,1200,Cinder cone,Holocene
Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical
Pinta,Ecuador,Galapagos,0.58,-90.75,780,Shield volcano,Historical
Piparo,Trinidad,Trinidad,10,-61,140,Mud volcano,Historical
Piratkovsky,Russia,Kamchatka,52.11,157.85,1322,Stratovolcano,Holocene
Planchon-Peteroa,Chile,Chile-C,-35.24,-70.57,4107,Caldera,Historical
Platanar,Costa Rica,Costa Rica,10.3,-84.37,2267,Stratovolcano,Holocene
Pleiades. The,Antarctica,Antarctica,-72.67,165.5,3040,Stratovolcano,K-Ar
Plosky,Russia,Kamchatka,55.2,158.47,1236,Shield volcano,Holocene
Plosky,Russia,Kamchatka,57.83,160.25,1255,Shield volcano,Holocene
Plosky Volc Group,Russia,Kamchatka,52.02,157.53,681,Volcanic field,Holocene
Poas,Costa Rica,Costa Rica,10.2,-84.23,2708,Stratovolcano,Historical
Pocdol Mountains,Philippines,Luzon-Philippines,13.05,123.96,1102,Compound volcano,Holocene
Poco Leok,Indonesia,Lesser Sunda Is,-8.68,120.48,1675,Unknown,Fumarolic
Pogranychny,Russia,Kamchatka,56.85,159.8,1427,Shield volcano,Holocene
Popa,Myanmar,SE Asia,20.87,95.23,1518,Stratovolcano,Anthropology
Popocatepetl,Mexico,Mexico,19.02,-98.62,5426,Stratovolcano,Historical
Porak,Armenia,Armenia,40.02,45.78,2800,Stratovolcano,Anthropology
Possession. Ile de la,Indian Ocean,Indian O-S,-46.42,51.63,934,Stratovolcano,Holocene
Prestahnukur,Iceland,Iceland-SW,64.6,-20.58,1390,Subglacial volcano,Radiocarbon
Prevo Peak,Russia,Kuril Is,47.02,152.12,1360,Stratovolcano,Historical
Prieto. Cerro,Mexico,Mexico,32.42,-115.31,223,Lava dome,Holocene
Prince Edward Island,Indian Ocean,Indian O-S,-46.63,37.95,672,Shield volcano,Holocene
Protector Shoal,Antarctica,Antarctica,-55.92,-28.08,-27,Submarine volcano,Historical
Puesto Cortaderas,Argentina,Argentina,-37.55,-69.62,970,Pyroclastic cone,Holocene
Puesto Cortaderas,Argentina,Argentina,-37.57,-69.62,970,Pyroclastic cone,Holocene
Pular,Chile,Chile-N,-24.18,-68.05,6233,Stratovolcano,Holocene
Pululagua,Ecuador,Ecuador,0.04,-78.46,3356,Caldera,Radiocarbon
Puntiagudo-Cordon Cenizo,Chile,Chile-C,-40.97,-72.26,2493,Stratovolcano,Historical
Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,Historical
Purico Complex,Chile,Chile-N,-23,-67.75,5703,Pyroclastic shield,Holocene
Putana,Chile,Chile-N,-22.57,-67.87,5890,Stratovolcano,Historical
Puyehue,Chile,Chile-C,-40.59,-72.12,2236,Stratovolcano,Holocene
Puyuhuapi,Chile,Chile-S,-44.3,-72.53,255,Cinder cone,Holocene
Qal'eh Hasan Ali,Iran,Iran,29.4,57.57,0,Maar,Holocene
Qualibou,St. Lucia,W Indies,13.83,-61.05,777,Caldera,Historical
Quetrupillan,Chile,Chile-C,-39.5,-71.7,2360,Caldera,Historical
Quezaltepeque,Guatemala,Guatemala,14.65,-89.35,1200,Volcanic field,Holocene
Quill. The,Netherlands,W Indies,17.48,-62.95,601,Stratovolcano,Radiocarbon
Quilotoa,Ecuador,Ecuador,-0.85,-78.9,3914,Caldera,Radiocarbon
Quimsachata,Peru,Peru,-14.37,-71.17,3923,Lava dome,Holocene
Rabaul,Papua New Guinea,New Britain-SW Pac,-4.27,152.2,688,Pyroclastic shield,Historical
Ragang,Philippines,Mindanao-Philippines,7.67,124.5,2815,Stratovolcano,Historical
Rahah. Harrat ar,Saudi Arabia,Arabia-W,27.8,36.17,1660,Volcanic field,Anthropology
Rahat. Harrat,Saudi Arabia,Arabia-W,23.08,39.78,1744,Volcanic field,Historical
Raikoke,Russia,Kuril Is,48.29,153.25,551,Stratovolcano,Historical
Rainier,United States,US-Washington,46.87,-121.76,4392,Stratovolcano,Dendrochronology
Rajabasa,Indonesia,Sumatra,-5.78,105.63,1281,Stratovolcano,Fumarolic
Ranakah,Indonesia,Lesser Sunda Is,-8.62,120.52,2100,Lava dome,Historical
Ranau,Indonesia,Sumatra,-4.83,103.92,1881,Caldera,Holocene
Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516,Stratovolcano,Historical
Rasshua,Russia,Kuril Is,47.77,153.02,956,Stratovolcano,Historical
Raung,Indonesia,Java,-8.13,114.04,3332,Stratovolcano,Historical
Rausu,Japan,Hokkaido-Japan,44.07,145.13,1660,Stratovolcano,Tephrochronology
Recheschnoi,United States,Aleutian Is,53.15,-168.55,1984,Stratovolcano,Holocene
Reclus,Chile,Chile-S,-50.98,-73.7,0,Stratovolcano,Radiocarbon
Red Cones,United States,US-California,37.58,-119.05,2748,Cinder cone,Holocene
Redoubt,United States,Alaska-SW,60.48,-152.75,3108,Stratovolcano,Historical
Reporoa,New Zealand,New Zealand,-38.42,176.33,592,Caldera,Tephrochronology
Resago. Volcan,Chile,Chile-C,-36.45,-70.92,1550,Cinder cone,Holocene
Reventador,Ecuador,Ecuador,-0.08,-77.66,3562,Stratovolcano,Historical
Reykjanes,Iceland,Iceland-SW,63.88,-22.5,230,Crater rows,Historical
Reykjaneshryggur,Iceland,Iceland-SW,63.67,-23.33,80,Submarine volcanoes,Historical
Rincon de la Vieja,Costa Rica,Costa Rica,10.83,-85.32,1916,Complex volcano,Historical
Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726,Stratovolcano,Historical
Risco Plateado,Argentina,Argentina,-34.93,-70,4999,Stratovolcano,Holocene?
Rishiri,Japan,Hokkaido-Japan,45.18,141.25,1719,Stratovolcano,Radiocarbon
Ritter Island,Papua New Guinea,New Guinea-NE of,-5.52,148.12,140,Stratovolcano,Historical
Robinson Crusoe,Chile,Chile-Is,-33.66,-78.85,922,Shield volcano,Historical
Robledo,Argentina,Argentina,-26.77,-67.72,4400,Caldera,Holocene
Rocard,France,Society Is-C Pacific,-17.64,-148.6,-2100,Submarine volcano,Seismicity
Romanovka,Russia,Kamchatka,55.65,158.8,1442,Stratovolcano,Holocene
Rota,Nicaragua,Nicaragua,12.55,-86.75,832,Stratovolcano,Holocene
Roundtop,United States,Aleutian Is,54.8,-163.6,1871,Stratovolcano,Holocene
Royal Society Range,Antarctica,Antarctica,-78.25,163.6,3000,Cinder cone,Holocene
Ruang,Indonesia,Sangihe Is-Indonesia,2.28,125.43,725,Stratovolcano,Historical
Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,Historical
Ruby,United States,Mariana Is-C Pacific,15.62,145.57,-230,Submarine volcano,Historical
Ruby,United States,Mariana Is-C Pacific,15.62,145.57,-230,Submarine volcano,Historical
Ruby Mountain,Canada,Canada,59.68,-133.32,1523,Cinder cone,Historical
Rudakov,Russia,Kuril Is,45.88,149.83,542,Stratovolcano,Holocene
Ruiz,Colombia,Colombia,4.9,-75.32,5321,Stratovolcano,Historical
Rumble II West,New Zealand,New Zealand,-35.35,178.53,1200,Submarine volcano,Fumarolic
Rumble III,New Zealand,New Zealand,-35.75,178.48,-140,Submarine volcano,Hydrophonic
Rumble IV,New Zealand,New Zealand,-36.13,178.05,-450,Submarine volcano,Fumarolic
Rumble V,New Zealand,New Zealand,-36.14,178.2,-700,Submarine volcano,Fumarolic
Rungwe,Tanzania,Africa-E,-9.13,33.67,2961,Stratovolcano,Holocene
Río Murta,Chile,Chile-S,-46.17,-72.67,,Pyroclastic cones,Holocene?
SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,2179,Lava dome,Holocene
Saba,Netherlands,W Indies,17.63,-63.23,887,Stratovolcano,Historical
Sabalan,Iran,Iran,38.25,47.92,4811,Stratovolcano,Holocene
Sabancaya,Peru,Peru,-15.78,-71.85,5967,Stratovolcanoes,Historical
Sabancaya,Peru,Peru,-15.78,-71.85,5967,Stratovolcano,Historical
Sahand,Iran,Iran,37.75,46.43,3707,Stratovolcano,Holocene
Sairecabur,Bolivia,Chile-N,-22.73,-67.88,5971,Stratovolcano,Holocene
Sakar,Papua New Guinea,New Guinea-NE of,-5.41,148.09,992,Stratovolcano,Holocene
Sakura-jima,Japan,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical
Salak,Indonesia,Java,-6.72,106.73,2211,Stratovolcano,Historical
San Borja Volc Field,Mexico,Mexico,28.5,-113.75,1360,Cinder cone,Holocene
San Carlos,Equatorial Guinea,Africa-W,3.35,8.52,2260,Shield volcano,Holocene
San Cristobal,Ecuador,Galapagos,-0.88,-89.5,759,Shield volcano,Holocene
San Cristobal,Nicaragua,Nicaragua,12.7,-87,1745,Stratovolcano,Historical
San Diego,El Salvador,El Salvador,14.27,-89.48,781,Volcanic field,Holocene
San Felix,Chile,Chile-Is,-26.27,-80.12,183,Shield volcano,Holocene
San Joaquin,Equatorial Guinea,Africa-W,3.35,8.63,2009,Shield volcano,Holocene
San Jorge,Portugal,Azores,38.65,-28.08,1053,Fissure vent,Historical
San Jose,Argentina,Chile-C,-33.78,-69.9,5856,Stratovolcano,Historical
San Luis. Isla,Mexico,Mexico,29.81,-114.38,180,Tuff cone,Holocene
San Marcelino,El Salvador,El Salvador,13.85,-89.63,2381,Stratovolcano,Historical
San Martin,Mexico,Mexico,18.57,-95.17,1650,Shield volcano,Historical
San Miguel,El Salvador,El Salvador,13.43,-88.27,2130,Stratovolcano,Historical
San Pedro,Chile,Chile-N,-21.88,-68.4,6145,Stratovolcano,Historical
San Pedro-Pellado,Chile,Chile-C,-35.99,-70.85,3621,Stratovolcano,Holocene
San Quintin Volc Field,Mexico,Mexico,30.47,-116,260,Cinder cone,Holocene
San Salvador,El Salvador,El Salvador,13.74,-89.29,1893,Stratovolcano,Historical
San Vicente,El Salvador,El Salvador,13.62,-88.85,2182,Stratovolcano,Holocene
Sanbe,Japan,Honshu-Japan,35.13,132.62,1126,Caldera,Radiocarbon
Sand Mountain Field,United States,US-Oregon,44.38,-121.93,1664,Cinder cone,Radiocarbon
Sanford,United States,Alaska-E,62.22,-144.13,4949,Shield volcano,Holocene
Sanganguey,Mexico,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene
Sangangüey,Mexico,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene
Sangay,Ecuador,Ecuador,-2.03,-78.33,5230,Stratovolcano,Historical
Sangeang Api,Indonesia,Lesser Sunda Is,-8.18,119.06,1949,Complex volcano,Historical
Sano. Wai,Indonesia,Lesser Sunda Is,-8.68,120.03,903,Caldera,Holocene
Santa Ana,El Salvador,El Salvador,13.85,-89.63,2365,Stratovolcano,Historical
Santa Clara,United States,US-Utah,37.26,-113.63,1465,Volcanic field,Holocene
Santa Cruz,Ecuador,Galapagos,-0.62,-90.33,864,Shield volcano,Holocene
Santa Isabel,Equatorial Guinea,Africa-W,3.58,8.75,2972,Shield volcano,Historical
Santa Isabel,Colombia,Colombia,4.82,-75.37,4950,Shield volcano,Radiocarbon
Santa Maria,Guatemala,Guatemala,14.76,-91.55,3772,Stratovolcano,Historical
Santiago,Ecuador,Galapagos,-0.22,-90.77,920,Shield volcano,Historical
Santiago. Cerro,Guatemala,Guatemala,14.33,-89.87,1192,Volcanic field,Holocene
Santo Antao,Cape Verde,Cape Verde Is,17.07,-25.17,1979,Stratovolcano,Holocene
Santo Tomas,Philippines,Luzon-Philippines,16.33,120.55,2260,Stratovolcano,Uncertain
Santorini,Greece,Greece,36.4,25.4,329,Shield volcano,Historical
Sao Tome,Sao Tome & Principe,Africa-W,0.32,6.72,2024,Shield volcano,Holocene
Sarigan,United States,Mariana Is-C Pacific,16.71,145.78,538,Stratovolcano,Holocene
Sarigan,United States,Mariana Is-C Pacific,16.71,145.78,538,Stratovolcano,Holocene
Sarik-Gajah,Indonesia,Sumatra,0.08,100.2,0,Pyroclastic cone,Holocene
Sarychev Peak,Russia,Kuril Is,48.09,153.2,1496,Stratovolcano,Historical
Satah Mountain,Canada,Canada,52.47,-124.7,1921,Volcanic field,Holocene
Savai'i,Samoa,Samoa-SW Pacific,-13.61,-172.53,1858,Shield volcano,Historical
Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,510,Stratovolcano,Historical
Sawad. Harra Es-,Yemen,Arabia-S,13.58,46.12,1737,Volcanic field,Historical
Schmidt,Russia,Kamchatka,54.92,160.63,2020,Shield volcano,Holocene
Seal Nunataks Group,Antarctica,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Historical
Seamount X,United States,Mariana Is-C Pacific,13.25,144.02,-1230,Submarine volcano,Fumarolic
Sedankinsky,Russia,Kamchatka,57.23,160.08,1241,Shield volcano,Holocene
Segererua Plateau,Kenya,Africa-E,1.57,37.9,699,Pyroclastic cone,Holocene
Seguam,United States,Aleutian Is,52.32,-172.52,1054,Stratovolcano,Historical
Segula,United States,Aleutian Is,52.02,178.13,1153,Stratovolcano,Holocene
Sekincau Belirang,Indonesia,Sumatra,-5.12,104.32,1719,Caldera,Fumarolic
Semeru,Indonesia,Java,-8.11,112.92,3676,Stratovolcano,Historical
Semisopochnoi,United States,Aleutian Is,51.95,179.62,1221,Stratovolcano,Historical
Sempu,Indonesia,Sulawesi-Indonesia,1.14,124.73,1549,Caldera,Fumarolic
Serdan-Oriental,Mexico,Mexico,19.27,-97.47,3485,Tuff cone,Holocene
Sergief,United States,Aleutian Is,52.03,-174.93,560,Stratovolcano,Uncertain
Serua,Pacific Ocean,Banda Sea,-6.3,130,641,Stratovolcano,Historical
Sessagara,Papua New Guinea,New Guinea,-9.48,149.13,370,Unknown,Holocene
Sete Cidades,Portugal,Azores,37.87,-25.78,856,Stratovolcano,Historical
Seulawah Agam,Indonesia,Sumatra,5.45,95.66,1810,Stratovolcano,Historical
Severny,Russia,Kamchatka,58.28,160.87,1936,Shield volcano,Holocene
Shala,Ethiopia,Africa-NE,7.47,38.55,2075,Stratovolcano,Holocene
Sharat Kovakab,Syria,Syria,36.53,40.85,534,Volcanic field,Holocene
Shasta,United States,US-California,41.42,-122.2,4317,Stratovolcano,Historical
Shiga,Japan,Honshu-Japan,36.7,138.52,2036,Shield volcano,Holocene
Shikaribetsu Group,Japan,Hokkaido-Japan,43.28,143.08,1430,Lava dome,Holocene
Shikotsu,Japan,Hokkaido-Japan,42.7,141.33,1320,Caldera,Historical
Shiretoko-Iwo-zan,Japan,Hokkaido-Japan,44.13,145.17,1563,Stratovolcano,Historical
Shirinki,Russia,Kuril Is,50.2,154.98,761,Stratovolcano,Holocene
Shishaldin,United States,Aleutian Is,54.75,-163.97,2857,Stratovolcano,Historical
Shisheika,Russia,Kamchatka,57.15,161.08,379,Lava dome,Radiocarbon
Shishel,Russia,Kamchatka,57.45,160.37,2525,Shield volcano,Holocene
Shiveluch,Russia,Kamchatka,56.65,161.36,3283,Stratovolcano,Historical
Shoshone Lava Field,United States,US-Idaho,43.07,-114.43,1525,Cinder cone,Holocene
Sibayak,Indonesia,Sumatra,3.2,98.52,2212,Stratovolcano,Historical
Sibualbuali,Indonesia,Sumatra,1.56,99.26,1819,Stratovolcano,Holocene
Silali,Kenya,Africa-E,1.15,36.23,1528,Shield volcano,Ar/Ar
Silay,Philippines,Philippines-C,10.77,123.23,1535,Stratovolcano,Holocene
Silverthrone,Canada,Canada,51.43,-126.3,3160,Caldera,Holocene
Simbo,Solomon Is.,Solomon Is-SW Pacifi,-8.29,156.52,335,Stratovolcano,Uncertain
Sinabung,Indonesia,Sumatra,3.17,98.39,2460,Stratovolcano,Holocene
Sinarka,Russia,Kuril Is,48.88,154.18,934,Stratovolcano,Historical
Singu Plateau,Myanmar,SE Asia,22.7,95.98,507,Fissure vent,Holocene
Singuil. Cerro,El Salvador,El Salvador,14.03,-89.7,957,Cinder cone,Holocene
Siple,Antarctica,Antarctica,-73.43,-126.67,3110,Shield volcano,Holocene
Sirung,Indonesia,Lesser Sunda Is,-8.51,124.15,862,Complex volcano,Historical
Slamet,Indonesia,Java,-7.24,109.21,3432,Stratovolcano,Historical
Smirnov,Russia,Kuril Is,44.43,146.13,1189,Stratovolcano,Holocene
Smith Rock,Japan,Izu Is-Japan,31.32,140.05,136,Submarine volcano,Historical
Smith Volcano,Philippines,Luzon-N of,19.52,121.94,2090,Stratovolcano,Historical
Snaefellsjokull,Iceland,Iceland-W,64.8,-23.78,1448,Stratovolcano,Radiocarbon
Snegovoy,Russia,Kamchatka,58.2,160.97,2169,Shield volcano,Holocene
Snezhniy,Russia,Kamchatka,58.02,160.75,2169,Shield volcano,Holocene
Snowy,United States,Alaska Peninsula,58.33,-154.68,2161,Stratovolcano,Fumarolic
Soche,Ecuador,Ecuador,0.55,-77.58,3955,Stratovolcano,Radiocarbon
Socompa,Argentina,Chile-N,-24.4,-68.25,6051,Stratovolcano,Radiocarbon
Socorro,Mexico,Mexico-Is,18.78,-110.95,1050,Shield volcano,Historical
Sodore,Ethiopia,Africa-NE,8.43,39.35,1765,Pyroclastic cone,Holocene
Sollipulli,Chile,Chile-C,-38.97,-71.52,2282,Caldera,Radiocarbon
Soputan,Indonesia,Sulawesi-Indonesia,1.11,124.73,1784,Stratovolcano,Historical
Sorikmarapi,Indonesia,Sumatra,0.69,99.54,2145,Stratovolcano,Historical
Sorkale,Ethiopia,Africa-NE,13.18,41.73,1611,Stratovolcano,Holocene
Sotara,Colombia,Colombia,2.12,-76.58,4400,Stratovolcano,Holocene
Soufriere Guadeloupe,Guadeloupe,W Indies,16.05,-61.67,1467,Stratovolcano,Historical
Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,Historical
Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,1220,Stratovolcano,Historical
South Island,Kenya,Africa-E,2.63,36.6,700,Stratovolcano,Historical
South Sister,United States,US-Oregon,44.1,-121.77,3157,Complex volcano,Radiocarbon
Southern EPR-Segment I,Pacific Ocean,Pacific-E,-18.53,-113.42,-2600,Submarine volcano,Magnetism
Southern EPR-Segment J,Pacific Ocean,Pacific-E,-18.18,-113.35,-2650,Submarine volcano,Magnetism
Southern EPR-Segment K,Pacific Ocean,Pacific-E,-17.44,-113.21,-2566,Submarine volcano,Historical
Southern Sikhote-Alin,Russia,Russia-SE,44.5,135.5,0,Volcanic field,Holocene
Spectrum Range,Canada,Canada,57.43,-130.68,2430,Shield volcano,Holocene
Spokoiny,Russia,Kamchatka,58.13,160.82,2171,Stratovolcano,Radiocarbon
Spurr,United States,Alaska-SW,61.3,-152.25,3374,Stratovolcano,Historical
Squaw Ridge Field,United States,US-Oregon,43.47,-120.75,1711,Volcanic field,Holocene
Srednii,Russia,Kuril Is,47.6,152.92,36,Submarine volcano,Holocene
St. Andrew Strait,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,270,Complex volcano,Historical
St. Catherine,Grenada,W Indies,12.15,-61.67,840,Stratovolcano,Holocene
St. Helens,United States,US-Washington,46.2,-122.18,2549,Stratovolcano,Historical
St. Michael,United States,Alaska-W,63.45,-162.12,715,Shield volcano,Anthropology
St. Paul,Indian Ocean,Indian O-S,-38.72,77.53,268,Stratovolcano,Historical
Steamboat Springs,United States,US-Nevada,39.38,-119.72,1415,Lava dome,Pleistocene-Fumarol
Steller,United States,Alaska Peninsula,58.43,-154.4,2272,Unknown,Uncertain
Stepovak Bay 3,United States,Alaska Peninsula,55.93,-160,1555,Cinder cone,Holocene?
Stepovak Bay 4,United States,Alaska Peninsula,55.95,-159.95,1557,Stratovolcano,Pleistocene
Stromboli,Italy,Italy,38.79,15.21,926,Stratovolcano,Historical
Sturge Island,Antarctica,Antarctica,-67.4,164.83,1167,Stratovolcano,Uncertain
Suchitan Volc Field,Guatemala,Guatemala,14.4,-89.78,2042,Stratovolcano,Holocene
Sukaria Caldera,Indonesia,Lesser Sunda Is,-8.79,121.77,1500,Caldera,Fumarolic
Sumaco,Ecuador,Ecuador,-0.54,-77.63,3990,Stratovolcano,Historical
Sumbing,Indonesia,Sumatra,-2.41,101.73,2507,Stratovolcano,Historical
Sumbing,Indonesia,Java,-7.38,110.06,3371,Stratovolcano,Historical
Sumiyoshi-ike,Japan,Kyushu-Japan,31.77,130.59,100,Maar,Radiocarbon
Sundoro,Indonesia,Java,-7.3,109.99,3136,Stratovolcano,Historical
Sunset Crater,United States,US-Arizona,35.37,-111.5,2447,Cinder cone,Dendrochronology
Suoh,Indonesia,Sumatra,-5.25,104.27,1000,Maar,Historical
Suphan Dagi,Turkey,Turkey,38.92,42.82,4434,Stratovolcano,Holocene
Supply Reef,United States,Mariana Is-C Pacific,20.13,145.1,-8,Submarine volcano,Hydrophonic
Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,921,Complex volcano,Historical
Suswa,Kenya,Africa-E,-1.18,36.35,2356,Shield volcano,Holocene
Suwanose-jima,Japan,Ryukyu Is,29.53,129.72,799,Stratovolcano,Historical
Ta'u,United States,Samoa-SW Pacific,-14.23,-169.45,931,Shield volcano,Holocene
Taal,Philippines,Luzon-Philippines,14,120.99,400,Stratovolcano,Historical
Taburete,El Salvador,El Salvador,13.44,-88.53,1172,Stratovolcano,Holocene
Tacana,Mexico,Mexico,15.13,-92.11,4110,Stratovolcano,Historical
Tacora,Chile,Chile-N,-17.72,-69.77,5980,Stratovolcano,Fumarolic
Taftan,Iran,Iran,28.6,61.6,4050,Stratovolcano,Holocene
Tafu-Maka,Tonga,Tonga-SW Pacific,-15.37,-174.23,-1400,Submarine volcano,Historical
Tahalra Volc Field,Algeria,Africa-N,22.67,5,1467,Pyroclastic cones,Holocene
Tahual,Guatemala,Guatemala,14.43,-89.9,1716,Stratovolcano,Holocene
Tair. Jebel at,Yemen,Red Sea,15.7,41.74,244,Stratovolcano,Historical
Tajumulco,Guatemala,Guatemala,15.03,-91.9,4220,Stratovolcano,Holocene
Takahara,Japan,Honshu-Japan,36.9,139.78,1795,Stratovolcano,Holocene
Takahe,Antarctica,Antarctica,-76.28,-112.08,3460,Shield volcano,Ice Core
Takawangha,United States,Aleutian Is,51.87,-178.02,1449,Stratovolcano,Holocene
Takuan Group,Papua New Guinea,Bougainville-SW Paci,-6.44,155.61,2210,Volcanic complex,Holocene
Talagabodas,Indonesia,Java,-7.21,108.07,2201,Stratovolcano,Fumarolic
Talakmau,Indonesia,Sumatra,0.08,99.98,2919,Complex volcano,Holocene
Talang,Indonesia,Sumatra,-0.98,100.68,2597,Stratovolcano,Historical
Tambora,Indonesia,Lesser Sunda Is,-8.25,118,2850,Stratovolcano,Historical
Tampomas,Indonesia,Java,-6.77,107.95,1684,Stratovolcano,Holocene
Tana,United States,Aleutian Is,52.83,-169.77,1170,Stratovolcanoes,Holocene
Tanaga,United States,Aleutian Is,51.88,-178.13,1806,Stratovolcano,Historical
Tandikat,Indonesia,Sumatra,-0.43,100.32,2438,Stratovolcano,Historical
Tangaroa,New Zealand,New Zealand,-36.32,178.03,600,Submarine volcano,Fumarolic
Tangkubanparahu,Indonesia,Java,-6.77,107.6,2084,Stratovolcano,Historical
Tao-Rusyr Caldera,Russia,Kuril Is,49.35,154.7,1325,Stratovolcano,Historical
Tara. Batu,Indonesia,Lesser Sunda Is,-7.79,123.58,748,Stratovolcano,Historical
